model,walk_split,n_bars,mean_pnl,iid_std,hac_std_lag24,iid_pnl_mean_to_std,hac_pnl_mean_to_std_lag24,inflation_factor
random_stratified,21,5000,-6.420370999752785e-05,0.006362202988971696,0.006719494422282268,-0.010091427467627043,-0.009554842367994873,1.0561584460492544
zscore_rule,21,5000,0.0014123761271456392,0.0045429635177041405,0.008840252658943455,0.31089312552071874,0.15976648876848273,1.945922001022588
sklearn_hist_gradient_boosting,21,5000,0.0023929540266859647,0.006833287597025134,0.01082305031418888,0.35019073801719325,0.22109793054817758,1.5838716226287162
lstm,21,5000,0.002456149285975306,0.007029608563817569,0.010948214937251649,0.34940057667186025,0.22434244304230636,1.5574430407979933
transformer,21,5000,-0.00048821575416771907,0.007292315549335967,0.013128853940377124,-0.06694934563167328,-0.03718647159796913,1.8003683262955656
persist_class,22,5000,0.0,0.0,1e-10,0.0,0.0,
majority_class,22,5000,-0.0028971605819840063,0.005113653147282247,0.00870601331178361,-0.5665539876367564,-0.33277695292088433,1.7025036820126516
random_stratified,22,5000,0.00014132838043889515,0.005109762402661452,0.005339178275808851,0.02765850333183464,0.02647006208412938,1.044897561778588
zscore_rule,22,5000,0.0008872443700226677,0.0032870854768441028,0.006348978151711756,0.26991825319811946,0.1397460109046771,1.9314916501068131
sklearn_hist_gradient_boosting,22,5000,0.001540989767015004,0.005444301851196581,0.008698001347081187,0.28304634995142974,0.1771659609517212,1.5976339271433837
lstm,22,5000,0.0013901013069117884,0.005580889686942996,0.008698625198222095,0.2490823837934045,0.15980701262952565,1.5586448910777304
transformer,22,5000,0.00011337675138642185,0.005666156551398296,0.010851233540655768,0.02000946326808473,0.010448282304646648,1.9150959635906806
persist_class,23,5000,0.0,0.0,1e-10,0.0,0.0,
majority_class,23,5000,0.003508676416699945,0.009345463661633583,0.011209372327026408,0.37544166279350016,0.3130127463283858,1.1994452852077127
random_stratified,23,5000,-1.6762485123457695e-05,0.00790534517197118,0.008076791738705439,-0.002120398889461522,-0.0020753890487393467,1.0216874232566253
zscore_rule,23,5000,0.0012154338313240289,0.004871117846262285,0.007798476651241543,0.24951846161074867,0.15585528888267272,1.600962427387275
sklearn_hist_gradient_boosting,23,5000,0.002618818218022484,0.009322395990837548,0.014435286201339131,0.28091686092248935,0.1814178244543251,1.548452373781027
lstm,23,5000,0.0025419198647461424,0.009103668169185473,0.012659517147969115,0.27921930122081484,0.20079121778779108,1.3905951878628056
transformer,23,5000,0.002324866478714995,0.008987366317123446,0.009791534249533256,0.2586816200298272,0.237436383253811,1.0894775959980227
persist_class,24,5000,0.0,0.0,1e-10,0.0,0.0,
majority_class,24,5000,-0.004669168794811319,0.008417956014687027,0.014977360204190106,-0.5546677586179946,-0.31174844773413807,1.779215783268375
random_stratified,24,5000,-8.571074001404656e-05,0.008263384813474965,0.008234689225245718,-0.010372352486148227,-0.01040849723281318,0.9965273808642611
zscore_rule,24,5000,0.0019050333951861902,0.005908016095052313,0.012466429173065225,0.32244891762931494,0.15281307652251985,2.110087205670492
sklearn_hist_gradient_boosting,24,5000,0.002897948550821171,0.009028055518295504,0.015999112338609203,0.32099365638020616,0.18113183340977082,1.772154846210985
lstm,24,5000,0.0026960432012539783,0.009178589942196301,0.015829101530329834,0.2937317407393466,0.17032193495557169,1.7245678944169243
transformer,24,5000,-0.0007777518944374026,0.009506179337530861,0.018254493394033965,-0.08181540309962386,-0.042606051981239415,1.9202765638940067
persist_class,25,5000,0.0,0.0,1e-10,0.0,0.0,
majority_class,25,5000,0.004620560812947298,0.008164040452900206,0.013394116395041782,0.5659649581116276,0.3449694385706348,1.6406234722028645
random_stratified,25,5000,-7.587751746866662e-05,0.008325583232712208,0.008533888709767914,-0.009113778019843082,-0.008891317903152052,1.0250199260800432
zscore_rule,25,5000,0.001541785129737936,0.005386594493370681,0.010915425385898434,0.2862263219619412,0.14124828627657132,2.026405625916732
sklearn_hist_gradient_boosting,25,5000,0.003017761743591619,0.008723768097590694,0.015001127857775626,0.345924113276814,0.20116899023878423,1.71956976503291
lstm,25,5000,0.0028963382678812264,0.008879805979763277,0.014408176370401007,0.3261713459147492,0.2010204618143924,1.622577835961356
transformer,25,5000,-0.0009481820773993519,0.009214640036701645,0.01615437136579812,-0.10289952441145504,-0.05869507738362594,1.753120176312447
persist_class,26,5000,0.0,0.0,1e-10,0.0,0.0,
majority_class,26,5000,0.004006299259284846,0.0072706519756347105,0.012223387184942374,0.5510233845204928,0.32775688102395106,1.6811954726900955
random_stratified,26,5000,0.00025673137847983683,0.0074362071247476525,0.007575244293902066,0.0345245061323583,0.0338908381722423,1.0186973233561096
zscore_rule,26,5000,0.001717466774544544,0.005129141838620654,0.010030842997789878,0.3348448587661617,0.1712185880013233,1.9556571671036895
sklearn_hist_gradient_boosting,26,5000,0.002481628725275519,0.007895777851142241,0.012571419061359015,0.31429819481515864,0.19740243429664542,1.592169802439461
lstm,26,5000,0.0020766940539403756,0.008032656747838823,0.013137144051898749,0.25853140737018393,0.15807804540593623,1.6354668778089245
transformer,26,5000,0.0012610133966554607,0.008113805306682549,0.010965078285419715,0.1554157819903427,0.11500268067691159,1.351410080839486
